20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20601694876|01|E001|0004906|05/11/2019|2361.89
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20545911524|01|0001|0000395|06/01/2019|4672.8
20603007027|01|F001|0000728|08/11/2019|49.50
20601739845|01|E001|0000127|12/11/2019|560.50
20268214527|01|F002|0071683|15/11/2019|6840.76
20268214527|01|F002|0071717|16/11/2019|816.17
20603007027|01|F001|0000728|08/11/2019|49.50
